Title,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes
The Adventurers: The Temple of Chac ,2009,4814,6.60789,6.26679,1.24551,1.6568,370,12173,2,6,4,5,57
Guards of Atlantis II ,2022,770,8.54147,6.26653,1.65554,3.3,30,3140,4,4,4,4,46
Wits & Wagers Party ,2012,2437,6.90513,6.26598,1.22986,1.1176,51,6911,4,10,5,6,16
Favor of the Pharaoh ,2015,2949,6.79437,6.26566,1.25945,2,77,10537,2,4,2,2,34
Ascension: Rise of Vigil ,2013,1757,7.16718,6.2655,1.34575,2.2676,71,12806,2,4,2,2,15
Noctiluca ,2019,1833,7.124,6.26515,1.20726,1.3208,53,8937,1,3,2,2,47
Battle Sheep ,2010,4957,6.61042,6.26502,1.27237,1.4702,168,28875,2,4,4,4,74
Sagani ,2020,1758,7.13504,6.26434,1.24812,1.8983,59,12123,1,4,2,2,44
Egizia: Shifting Sands ,2019,1199,7.51805,6.26406,1.16162,2.8421,38,2829,2,4,3,4,35
Treasure Hunter ,2015,3118,6.76429,6.26393,1.23655,1.8774,106,9232,3,6,4,4,46
1860: Railways on the Isle of Wight ,2004,895,7.90131,6.26338,1.37371,4.0843,83,3436,2,4,3,3,34
Leonardo da Vinci ,2006,3430,6.72733,6.26281,1.31251,3.1816,446,5153,3,5,4,4,60
Sentinels of the Multiverse: Definitive Edition ,2022,813,8.38876,6.26199,1.45183,2.84,25,5220,1,5,4,4,29
The Isle of Cats: Explore & Draw ,2022,1235,7.49521,6.26192,1.15299,2.2632,19,6480,1,6,1,2,14
City of Iron ,2013,1686,7.16851,6.26187,1.30057,3.2314,121,3015,2,4,4,4,35
Catan: Starfarers ,2019,1245,7.59549,6.26126,1.31107,2.4865,37,2476,3,4,3,3,20
The Bridges of Shangri-La ,2003,2564,6.8525,6.26109,1.26878,2.7265,234,3816,3,4,4,4,62
Ubongo 3D ,2009,1876,7.08452,6.26072,1.41833,1.9362,94,5102,1,4,4,4,26
Wooden Ships & Iron Men ,1974,2077,7.06796,6.26007,1.35882,3.1025,244,2144,2,2,2,2,39
Cóatl ,2020,2413,6.97046,6.25995,1.28484,2.0152,66,6622,1,4,3,3,39
The Red Dragon Inn ,2007,8323,6.55978,6.25983,1.6098,1.6632,383,19309,3,4,4,4,99
Monumental ,2020,1365,7.58004,6.25964,1.6126,2.8077,52,2676,1,3,2,3,60
"Colonial Twilight: The French-Algerian War, 1954-62 ",2017,1097,7.7146,6.25959,1.33693,3.8472,72,2149,1,2,2,2,20
The Great Heartland Hauling Co. ,2013,2563,6.85297,6.25898,1.18556,1.8362,116,8201,2,4,3,3,37
The Expanse Board Game ,2017,1658,7.18383,6.25891,1.29845,2.78,50,3251,3,4,4,4,45
New Bedford ,2016,1955,7.06235,6.25881,1.23579,2.3617,47,5756,1,4,4,4,30
Glow ,2021,2176,7.03509,6.25846,1.37352,2,60,8634,2,4,2,3,38
Helvetia ,2011,2043,6.98383,6.2584,1.22872,3.0548,146,3680,2,4,4,4,41
Clans ,2002,5120,6.56534,6.25808,1.24504,2.0241,539,11919,2,4,2,2,108
Salem 1692 ,2015,2241,7.08581,6.25767,1.49486,2.0263,38,7481,6,12,7,8,27
Sanssouci ,2013,1762,7.13317,6.25723,1.23669,2.1194,67,9815,2,4,2,2,49
The King Is Dead ,2015,1771,7.11522,6.25722,1.32068,2.5082,61,4427,2,4,3,3,51
Empires in Arms ,1983,1306,7.61105,6.2572,1.79156,4.4057,212,958,5,7,7,7,45
Babel ,2000,4045,6.64718,6.25707,1.29728,2.4051,353,7939,2,2,2,2,48
Exit: The Game – The Haunted Roller Coaster ,2019,1665,7.16552,6.25656,1.28522,2.037,27,2462,1,3,2,2,20
Factory Funner ,2016,1546,7.20277,6.25573,1.34367,2.3548,31,11857,1,5,4,4,35
König von Siam ,2007,2258,6.90043,6.25544,1.38248,2.6806,263,6313,2,4,3,3,89
Trambahn ,2015,2164,6.95212,6.25528,1.1629,1.7959,98,7832,2,2,2,2,24
Transatlantic ,2017,1928,7.03886,6.2543,1.23311,3.0714,56,5036,2,4,3,3,35
Niagara ,2004,8599,6.46038,6.25414,1.23567,1.8369,785,18302,3,5,4,5,96
Smash Up: The Obligatory Cthulhu Set ,2013,3520,6.7283,6.25373,1.50674,2.1765,85,2222,2,2,3,,17
Space Cadets: Dice Duel ,2013,3025,6.7475,6.25359,1.51163,2.0882,102,6581,4,4,8,8,57
Strat-O-Matic Baseball ,1962,1171,7.82494,6.2535,1.76057,2.3714,105,18256,1,2,2,2,42
Evo (Second Edition) ,2011,2237,6.93337,6.25344,1.21337,2.3623,138,3883,3,5,4,4,48
Petrichor ,2018,2323,6.93321,6.25328,1.33942,3.0116,86,5802,1,4,3,4,56
Fjords ,2005,3146,6.74682,6.25311,1.27006,1.7188,384,9607,2,2,2,2,43
La Boca ,2013,2081,6.96572,6.25298,1.22507,1.3626,91,6742,3,6,4,4,35
Carrom ,0,1817,7.08009,6.25287,1.49166,1.4567,127,10215,2,2,2,2,43
Felicity: The Cat in the Sack ,2007,4958,6.56519,6.25232,1.19863,1.3962,472,15700,3,5,5,5,102
Reykholt ,2018,3448,6.71041,6.2523,1.27529,2.15,80,9264,1,4,3,3,53
The Russian Campaign ,1974,1524,7.33755,6.25204,1.43043,2.847,183,1583,1,2,2,2,27
L.L.A.M.A. ,2019,7500,6.48199,6.2519,1.49209,1.0529,208,85666,3,6,4,4,165
Duplik ,2005,2208,6.96575,6.25186,1.29242,1.2182,110,5751,3,10,5,6,24
Timeline: Music & Cinema ,2013,3426,6.72002,6.25169,1.23346,1.092,87,13471,2,8,4,6,15
Altar Quest ,2020,1190,7.71139,6.25158,1.57874,3.3765,85,4011,1,3,1,2,58
Star Trek: Attack Wing ,2013,1909,7.49836,6.25042,1.69707,2.7153,137,7130,2,6,2,2,99
burncycle ,2022,931,8.01458,6.24977,1.6263,3.9595,74,3479,1,3,1,2,51
Love Letter: The Hobbit – The Battle of the Five Armies ,2015,1826,7.11688,6.24962,1.33721,1.2667,60,8700,3,4,4,4,17
Machi Koro Legacy ,2019,2226,6.92147,6.2481,1.5429,1.925,40,16212,2,4,3,4,23
Exodus: Proxima Centauri ,2012,1696,7.15993,6.24754,1.51336,3.5926,108,2155,2,6,6,6,33
Nautilion ,2016,1568,7.22354,6.24742,1.19445,1.9167,48,9295,1,2,1,1,36
Iberian Gauge ,2017,1345,7.33552,6.24704,1.24824,2.3704,27,2966,3,5,5,5,31
Time's Up! Edición Azul ,2006,1303,7.36031,6.24665,1.47547,1.2281,57,5278,4,12,6,6,17
Talisman: Revised 4th Edition ,2007,15041,6.51281,6.24648,1.86558,2.1788,867,24069,2,6,4,4,248
Xiangqi ,762,2074,7.11723,6.24623,1.56752,3.5808,198,3563,2,2,2,2,25
Big City ,1999,2442,6.85823,6.24619,1.21308,2.2154,260,4336,2,4,3,3,58
Nefertiti ,2008,1981,6.98871,6.24608,1.1017,2.3567,171,3975,3,4,4,4,36
Smash Up: Cease and Desist ,2016,1356,7.41404,6.24527,1.31609,2.3333,6,592,2,2,3,,5
Steam Time ,2015,1766,7.08542,6.24489,1.16189,2.9516,62,4160,2,4,4,4,21
Vast: The Mysterious Manor ,2019,1258,7.47957,6.24464,1.45919,3.7059,51,2417,3,5,4,4,42
Terramara ,2019,1434,7.31276,6.2446,1.35737,3.4386,57,2787,3,4,4,4,43
Odin's Ravens ,2002,3815,6.66059,6.24439,1.25046,1.6795,390,9360,2,2,2,2,36
Unmatched: Jurassic Park – Dr. Sattler vs. T. Rex ,2022,877,8.05982,6.24403,1.20879,2,4,1312,2,2,2,2,4
Québec ,2011,1625,7.13853,6.24276,1.24244,2.9848,132,3053,3,5,4,4,37
Terracotta Army ,2022,1287,7.55047,6.24225,1.37096,3.3333,57,2745,2,4,3,3,45
My First Carcassonne ,2009,4098,6.66249,6.24161,1.31206,1.1284,218,29769,2,4,4,4,74
Tsuro of the Seas ,2012,6446,6.52236,6.24112,1.43038,1.4286,203,18229,2,8,4,4,24
Unlock!: Mystery Adventures – The Tonipal's Treasure ,2017,1941,6.97908,6.24103,1.61345,2.4545,22,2456,1,4,2,2,24
A Castle for All Seasons ,2008,3070,6.72834,6.24096,1.20137,2.7855,289,5411,2,4,4,4,71
Antike Duellum ,2012,1802,7.06814,6.24074,1.3539,2.877,122,3770,2,2,2,2,30
Spirits of the Forest ,2018,2793,6.82381,6.24016,1.29384,1.3623,69,11800,1,4,2,2,64
Project: ELITE ,2016,1124,7.5829,6.24016,1.60847,2.4286,28,4195,1,4,4,4,20
Forge War ,2015,1608,7.18292,6.24,1.53275,3.7542,118,3179,1,4,3,3,39
Historia ,2014,2399,6.86677,6.23971,1.31176,3.0881,159,4540,1,1,4,4,49
Krosmaster: Arena ,2012,3684,6.71679,6.23964,1.55155,2.6778,180,7993,2,2,2,2,45
Burg Appenzell ,2007,2455,6.85654,6.23949,1.12987,1.5913,230,8197,2,4,3,4,37
Space Station Phoenix ,2022,1253,7.40202,6.23868,1.33849,3.0208,48,4167,2,4,3,3,42
Steampunk Rally Fusion ,2021,1237,7.44508,6.2379,1.31377,2.7647,34,2493,1,8,4,4,19
Marvel: Crisis Protocol ,2019,875,8.32021,6.23761,1.51061,3,10,4984,2,2,2,2,4
Cosmic Frog ,2020,1344,7.37022,6.23757,1.5418,3.0204,49,2710,3,6,4,4,44
Expedition: Northwest Passage ,2010,1983,6.97255,6.23727,1.31018,2.6983,116,5326,2,4,4,4,49
Tiny Epic Western ,2016,4154,6.64101,6.23616,1.41609,2.8761,113,7204,1,1,4,4,54
A Victory Lost: Crisis in Ukraine 1942-1943 ,2006,1088,7.65996,6.2357,1.40333,2.5645,186,1390,1,2,2,2,41
A Game of Thrones: Hand of the King ,2016,4232,6.61879,6.23564,1.25704,1.2283,92,15489,2,4,2,2,88
Cold War: CIA vs KGB ,2007,4129,6.62632,6.23522,1.36548,1.8522,406,8670,2,2,2,2,55
Holland '44: Operation Market-Garden ,2017,794,8.29554,6.23483,1.1793,3.8333,60,1006,1,2,2,2,23
Steel Driver ,2008,1942,6.97247,6.23479,1.19638,2.7982,218,3479,3,5,4,4,47
Nyet! ,1997,2666,6.7703,6.23454,1.29541,1.9082,98,5743,3,5,4,4,51
Field Commander: Napoleon ,2011,1067,7.71684,6.23443,1.39297,2.7333,105,2470,1,1,1,1,33
Diamonds Club ,2008,1786,7.04708,6.23436,1.09614,2.6328,177,3775,2,4,4,4,46
5-Minute Marvel ,2018,2813,6.79406,6.23419,1.20885,1.1429,63,14974,2,5,3,4,38
DC Comics Dice Masters: Justice League ,2015,1409,7.29182,6.23414,1.48311,2.2857,35,4377,2,2,2,2,8
LYNGK ,2017,1107,7.58512,6.23404,1.27018,2.8235,34,3733,2,2,2,2,9
Cytosis: A Cell Biology Board Game ,2017,2081,7.01937,6.23359,1.25251,2.4561,57,4046,2,5,4,4,29
Stellar ,2020,1296,7.403,6.23325,1.12508,2.1778,45,4252,2,2,2,2,20
Warfighter: The WWII Tactical Combat Card Game ,2016,1059,7.88051,6.23325,1.38542,3.1373,51,3961,1,2,1,1,35
Labyrinth ,1986,13223,6.40431,6.23292,1.27667,1.3518,742,35738,2,4,4,4,165
Dominations: Road to Civilization ,2019,1228,7.45931,6.23268,1.42313,3.6275,51,3174,2,4,2,2,47
Fertility ,2018,1575,7.15806,6.23261,1.03063,1.9744,39,6282,2,4,2,3,25
Corinth ,2019,3000,6.74469,6.23243,1.18428,1.6875,48,15362,2,4,3,3,34
Holmes: Sherlock & Mycroft ,2015,2686,6.79181,6.23215,1.22615,1.8205,78,7810,2,2,2,2,32
Ra: The Dice Game ,2009,2577,6.77952,6.23154,1.38194,1.7373,217,17309,2,4,4,4,48
Wildlife Safari ,1994,3143,6.69281,6.23035,1.21665,1.2918,281,14051,3,5,4,4,48
Edo ,2012,1714,7.05735,6.2298,1.15684,2.9643,112,3323,2,4,4,4,25
A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set ,2018,1008,8.1044,6.22952,1.70862,2.9375,32,3231,2,2,2,2,15
"Napoléon: The Waterloo Campaign, 1815 ",1974,1346,7.3515,6.22939,1.37448,2.4751,181,1940,2,3,2,3,26
Pandemic: Hot Zone – North America ,2020,1890,7.03906,6.22803,1.24763,1.8444,45,6619,1,4,2,2,45
The Rise of Queensdale ,2018,1209,7.453,6.22791,1.53945,2.7407,27,13397,2,4,4,4,21
Breakout: Normandy ,1992,1050,7.68982,6.22785,1.54787,3.3913,161,1060,1,2,2,2,20
Legend of the Five Rings ,1995,1692,7.15918,6.2272,1.66637,3.2905,148,7043,2,4,2,2,31
Tenpenny Parks ,2022,1187,7.53799,6.22711,1.20677,2.1944,36,3472,1,4,3,3,28
Royal Palace ,2008,2205,6.86939,6.22663,1.12877,2.7798,218,4221,2,4,3,3,49
John Company ,2017,1244,7.38559,6.22615,1.72347,4.1546,97,3185,3,6,4,4,46
Dungeons & Dragons Dice Masters: Battle for Faerûn ,2015,1497,7.20918,6.22588,1.40665,2.1967,61,4816,2,2,2,2,17
SPQR (Deluxe Edition) ,2008,863,8.02264,6.22576,1.46015,3.9043,115,1259,1,2,2,2,25
Summer Camp ,2021,1572,7.172,6.22553,1.16219,1.8889,36,4954,2,4,3,3,24
Memoarrr! ,2017,2201,6.88641,6.22458,1.20215,1.25,40,13580,2,4,4,4,40
Pax Transhumanity ,2019,1084,7.53455,6.22448,1.58966,4.3879,116,3760,1,4,3,3,43
Founding Fathers ,2010,1926,6.95336,6.22417,1.38461,2.7484,159,5184,3,5,4,4,41
CoraQuest ,2022,951,8.03038,6.22381,1.36813,2.0333,30,2757,1,4,4,4,26
Mountain Goats ,2020,1969,6.9827,6.22366,1.16825,1.0488,41,10773,2,4,4,4,35
Sol: Last Days of a Star ,2017,1167,7.50611,6.22295,1.39317,2.8421,38,3136,1,5,4,4,25
HEXplore It: The Valley of the Dead King ,2017,1087,7.75853,6.22289,1.50143,3.2558,43,2420,1,6,4,4,38
The Red Dragon Inn 3 ,2011,1777,7.20445,6.22251,1.56782,1.925,40,1633,2,4,4,4,16
Ganymede ,2018,1612,7.17138,6.22172,1.2681,2.25,60,6422,2,4,3,3,32
Mare Nostrum ,2003,3209,6.72694,6.22168,1.50445,2.9886,350,3524,4,5,5,5,59
Last Aurora ,2020,1459,7.34262,6.22143,1.24247,2.7288,59,3279,2,4,4,4,41
Warhammer: Diskwars ,2013,2003,7.07214,6.22093,1.52393,2.7717,127,2797,2,4,2,2,39
Eurorails ,1990,1825,7.09716,6.22083,1.47194,2.7432,148,5395,2,5,3,4,35
Tournament at Camelot ,2017,1665,7.14309,6.22,1.48063,2.3462,26,3893,3,6,4,4,26
Wits & Wagers Family ,2010,2057,6.91733,6.21985,1.17331,1.0976,82,6795,3,10,5,6,23
Core Space ,2019,956,8.67137,6.21973,1.31999,3,30,1696,1,4,2,2,18
Carcassonne: Gold Rush ,2014,1582,7.15418,6.21951,1.13052,1.9492,59,4128,2,4,3,3,18
Mamma Mia! ,1998,6130,6.4718,6.21933,1.26159,1.3653,490,19342,2,5,4,4,75
Infinity N3: Core Book ,2005,855,8.05516,6.21902,1.61748,3.9208,101,4577,2,2,2,2,23
Abalone ,1987,7408,6.47168,6.219,1.42557,2.1597,476,17124,2,2,2,2,75
Meeple Land ,2020,1481,7.25768,6.21865,1.0954,1.9024,41,5919,2,4,3,3,32
Hoity Toity ,1990,5241,6.51304,6.21834,1.33934,1.8657,551,10890,4,5,5,5,114
Dragomino ,2020,1789,7.07547,6.21832,1.27852,1.1034,58,16939,2,4,3,4,42
Seeland ,2010,2036,6.90974,6.21787,1.13925,2.2985,134,4849,2,4,2,2,62
Trans Europa ,2005,3364,6.65081,6.21756,1.19365,1.4057,350,12489,3,6,5,6,57
Ground Floor ,2012,1748,6.99946,6.21722,1.41181,3.7175,177,3529,2,5,4,4,62
Euchre ,1848,2589,6.82238,6.21708,1.7027,1.6928,166,24442,4,4,4,4,56
Chakra ,2019,2328,6.90053,6.21696,1.38231,1.7209,43,25950,2,4,2,2,35
Citrus ,2013,1609,7.10315,6.21683,1.19898,2.5161,62,4387,2,4,2,2,46
B-17: Queen of the Skies ,1981,2033,7.11044,6.21644,1.63267,2.332,244,8137,1,1,1,1,66
Tribes of the Wind ,2022,1163,7.49016,6.21631,1.19398,2.6458,48,3549,2,4,3,3,58
Human Punishment: Social Deduction 2.0 ,2018,1707,7.47635,6.21552,1.90114,2.6087,46,4049,4,9,5,7,35
Heroscape Marvel: The Conflict Begins ,2007,1924,7.02663,6.21524,1.43091,2.0615,130,2872,2,2,2,2,12
Coal Baron: The Great Card Game ,2016,1640,7.08891,6.21388,1.09826,2.7179,39,3584,2,4,2,2,32
Pax Pamir ,2015,1195,7.41682,6.21352,1.5955,3.686,86,3534,3,5,4,4,38
The Boss ,2010,2595,6.78579,6.21319,1.31421,1.7815,151,7223,2,4,4,4,67
La Granja: No Siesta ,2016,2388,6.79499,6.21308,1.20871,2.1892,37,9564,1,4,2,2,39
Décorum ,2022,1170,7.45819,6.21293,1.3553,1.75,16,7930,2,4,2,2,32
Age of War ,2014,7741,6.45283,6.21207,1.32443,1.1151,278,29760,2,6,4,4,103
Tiny Epic Pirates ,2021,1894,7.05379,6.21185,1.34013,2.8429,70,3604,1,4,3,3,43
Frank's Zoo ,1999,3667,6.61157,6.2112,1.32909,1.5217,322,14159,4,7,4,6,62
Wasabi! ,2008,4852,6.53081,6.21102,1.26078,1.9026,431,13164,2,4,3,3,67
Arena: Roma II ,2009,2129,6.87766,6.21093,1.27698,1.9262,149,7982,2,2,2,2,21
Bootleggers ,2004,3254,6.68418,6.2108,1.41216,2.626,361,4818,4,6,6,6,64
Theseus: The Dark Orbit ,2013,1832,7.01969,6.21039,1.46779,2.8718,117,4352,2,3,2,2,80
Pyramid of Pengqueen ,2008,2081,6.88804,6.20968,1.22179,1.3717,113,8959,3,5,5,5,40
Europe Engulfed: WWII European Theatre Block Game ,2003,1295,7.45702,6.20963,1.68033,3.7621,248,1623,2,3,2,3,43
Dice Throne: Season Two – Cursed Pirate v. Artificer ,2018,874,7.89321,6.20962,1.22944,2.7,10,897,2,2,2,2,3
"Dungeons, Dice & Danger ",2022,1717,7.07753,6.20959,1.26471,1.9118,34,10206,1,4,2,2,30
Monolith Arena ,2018,1263,7.39682,6.20959,1.40085,2.3529,34,3845,2,2,2,2,25
Unlock!: Game Adventures ,2021,761,8.009,6.20933,1.18878,2.4,10,3717,1,4,2,2,9
Exit: The Game – Advent Calendar: The Mystery of the Ice Cave ,2020,778,7.9865,6.20883,1.2432,2.0714,14,11425,1,3,2,2,18
Dr. Eureka ,2015,3904,6.58224,6.20877,1.1796,1.0508,59,15120,2,4,2,4,31
Qin ,2012,2413,6.79195,6.20855,1.16443,2.0268,149,9711,2,4,2,2,61
Neta-Tanka: Deluxe Edition ,2019,1452,7.19184,6.20854,1.31448,2.8226,62,3800,1,5,3,3,36
Cabo ,2010,1661,7.09418,6.20833,1.37931,1.2453,53,13574,2,5,4,4,33
Samurai Sword ,2012,3793,6.66076,6.20773,1.37511,1.7607,163,7718,5,7,7,7,66
Paris Connection ,2010,3003,6.65544,6.20737,1.2609,1.8182,154,11770,3,6,4,4,34
Mysthea ,2019,1118,7.63611,6.2073,1.55547,3.8254,63,1488,2,4,3,3,36
Ascension: Realms Unraveled ,2014,1141,7.51562,6.20729,1.37486,2.1667,30,8608,2,4,2,2,11
ALIEN: Fate of the Nostromo ,2021,1933,7.10589,6.20688,1.28879,1.9524,63,4472,1,5,3,3,48
Empyreal: Spells & Steam ,2020,1100,7.53027,6.20686,1.27608,2.825,40,2769,2,6,3,3,25
Dutch Blitz ,1960,3617,6.715,6.20635,1.66736,1.2571,105,18258,2,4,4,4,39
Dealt! ,2018,1590,7.07102,6.20626,1.26095,1.4167,36,9968,3,4,4,4,37
Planted: A Game of Nature & Nurture ,2022,1306,7.33366,6.20578,1.09512,1.625,24,4545,2,5,3,4,14
Rolling Heights ,2023,988,7.67682,6.20565,1.21943,2.5806,31,3067,1,4,3,3,31
Ticket to Ride: First Journey (U.S.) ,2016,2220,6.90145,6.20562,1.23963,1.4186,43,11434,2,4,3,4,21
Spring Meadow ,2018,1635,7.06085,6.20481,1.20152,1.7949,39,9963,1,4,2,2,32
Snake Oil ,2010,3216,6.67641,6.20461,1.52431,1.1364,88,6680,4,8,5,6,14
Race! Formula 90 ,2013,871,7.95211,6.20454,1.4401,3.5093,108,2557,1,6,3,4,56
Tinners' Trail ,2021,1466,7.17359,6.20397,1.24904,2.8261,46,3539,2,5,3,3,48
Rise to Nobility ,2018,1963,6.97853,6.20395,1.42767,3.2987,77,4548,1,4,3,4,71
ROVE: Results-Oriented Versatile Explorer ,2021,1039,7.60945,6.20386,1.10553,1.875,32,5954,1,1,1,1,18
Relic ,2013,3292,6.76084,6.2037,1.54987,2.4774,155,4443,2,4,3,4,49
The U.S. Civil War ,2015,775,8.31224,6.20361,1.3972,3.8667,75,1055,1,2,2,2,22
5-Minute Mystery ,2020,1647,7.08531,6.20313,1.27457,1.1579,38,10419,1,4,3,3,40
Cthulhu Realms ,2015,3187,6.69145,6.20255,1.38694,2.0851,94,11320,2,4,2,2,48
Seikatsu ,2017,1871,6.9971,6.20246,1.22298,1.5,70,10783,1,3,3,3,63
Warhammer Underworlds: Nightvault ,2018,980,7.75066,6.20208,1.41727,2.4737,19,3679,2,2,2,2,6
Archaeology: The Card Game ,2007,3208,6.66021,6.20183,1.24852,1.3403,238,16696,2,4,3,3,67
Bites ,2020,1488,7.13295,6.20172,1.10524,1.5,30,7065,2,5,3,3,22
Thunderstone Advance: Numenera ,2013,1354,7.26635,6.20166,1.41303,2.7385,65,2105,1,4,2,3,21
Hands in the Sea ,2016,863,7.84041,6.20155,1.35313,3.1923,52,2183,2,2,2,2,17
Unmatched: Redemption Row ,2022,723,8.27329,6.20153,1.1945,2,2,1278,2,3,2,2,4
Skyjo ,2015,3012,6.74919,6.2014,1.47171,1.0732,82,31048,2,6,4,4,45
Nevsky: Teutons and Rus in Collision 1240-1242 ,2019,773,8.12479,6.19926,1.33499,3.971,69,2017,1,2,2,2,29
Show Manager ,1996,1787,6.98875,6.19924,1.31089,2.0938,160,4148,3,6,5,6,49
Serenissima ,1996,2294,6.85908,6.1988,1.37795,3.0389,257,1826,3,4,4,4,43
Cutthroat Caverns ,2007,5023,6.52036,6.19834,1.50763,2.0798,263,8410,3,6,5,6,47
Hamsterrolle ,2000,2245,6.80911,6.19818,1.30715,1.0741,162,10917,2,4,4,4,29
Kolejka ,2011,3677,6.66414,6.19817,1.41617,2.0355,197,5057,3,5,5,5,94
Boss Monster 2: The Next Level ,2015,3729,6.71347,6.19816,1.35692,1.8391,87,3744,2,4,2,2,27
Axis & Allies: 1942 ,2009,2717,6.92298,6.19812,1.57182,3.148,196,2673,2,5,5,5,84
D-Day Dice (Second Edition) ,2019,1155,7.44344,6.19731,1.25897,2.1316,38,7885,1,3,1,1,39
The Isofarian Guard ,2023,667,8.95349,6.19704,1.42504,3.1379,58,4474,1,2,1,2,35
Harbour ,2015,5144,6.4949,6.19667,1.30663,2.0739,176,13764,2,4,2,2,75
Bios: Genesis ,2016,1617,7.11464,6.19652,1.68154,4.3737,190,4034,1,4,3,3,49
Trek 12: Himalaya ,2020,2122,6.86395,6.19645,1.28685,1.451,51,23465,1,8,3,4,30
Belratti ,2018,1453,7.13152,6.19593,1.22919,1.0571,35,7277,3,7,4,6,33
Chronicles of Drunagor: Age of Darkness ,2021,831,8.45829,6.19559,1.75396,3.2051,39,3696,1,5,3,3,33
Savannah Park ,2021,1546,7.0989,6.19549,1.09262,1.7059,34,6632,1,4,2,3,27
Riff Raff ,2012,1919,6.92135,6.19535,1.34552,1.1928,83,7530,2,4,3,4,20
Beyond Baker Street ,2016,2164,6.82279,6.1952,1.27187,2.1707,41,9957,2,4,4,4,33
Polis ,2020,727,8.2052,6.19509,1.25754,3.8246,57,1356,2,2,2,2,11
Europa Universalis: The Price of Power ,2023,755,8.83895,6.19492,1.67818,4.6398,186,861,1,4,4,4,72
The Hanging Gardens ,2008,2308,6.78534,6.19481,1.2158,1.9402,234,12556,2,4,2,2,94
Ribbit ,2004,2625,6.77557,6.19458,1.29408,1.09,200,21101,2,5,3,4,61
Um Reifenbreite ,1979,2354,6.79306,6.19423,1.34274,1.964,222,4156,3,4,4,4,44
Risk: Europe ,2015,1484,7.40918,6.19377,1.3915,2.6949,59,1522,3,4,4,4,36
Sorcerer ,2019,1506,7.59868,6.19375,1.64653,2.907,43,2481,2,2,2,2,37
Horus Heresy ,2010,1712,7.04202,6.19362,1.49205,3.7683,164,1796,2,2,2,2,34
Castellion ,2015,2020,6.90251,6.19335,1.2213,2.0896,67,14546,1,2,1,1,38
Switch & Signal ,2020,1393,7.17377,6.19257,1.14934,2.1143,35,4745,1,4,2,2,54
Explorers ,2021,1350,7.20648,6.19209,1.03872,1.8537,41,9792,1,4,2,2,30
2 de Mayo ,2008,1969,6.88876,6.19207,1.26026,2.1657,175,4514,2,2,2,2,41
Bananagrams ,2006,11041,6.37956,6.19185,1.46787,1.3091,427,54644,2,6,3,5,91
HeroQuest Advanced Quest ,1990,1656,7.30792,6.1915,1.60086,2.1833,60,1950,2,5,5,5,25
You're Bluffing! ,1985,4200,6.56925,6.19125,1.36785,1.6261,329,6205,3,5,5,5,56
Guilds of London ,2016,2273,6.80253,6.19103,1.36659,3.0448,67,4922,2,4,4,4,38
Compounded ,2013,2760,6.71167,6.19083,1.33734,2.418,122,5529,3,5,4,4,33
Conquest of the Empire ,2005,3041,6.73207,6.19071,1.49632,3.0657,396,3104,3,6,4,4,74
Pit ,1903,9243,6.37987,6.19067,1.54735,1.1561,583,24387,4,8,6,8,92
Catan Histories: Settlers of America – Trails to Rails ,2010,2450,6.78977,6.19058,1.38546,2.6828,145,3484,3,4,4,4,26
Betrayal at House on the Hill: 3rd Edition ,2022,1337,7.42465,6.19033,1.35474,2.4146,41,3152,4,6,5,5,22
Great Western Trail: New Zealand ,2023,548,8.77681,6.19019,1.09847,4,47,1632,1,4,3,3,30
Gaslands: Post-Apocalyptic Vehicular Combat ,2017,807,8.07029,6.19005,1.3199,2.5263,19,2096,2,8,2,4,14
Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set ,2015,1167,7.46037,6.18952,1.57635,3.0465,43,9058,1,4,3,4,16
Spades ,1938,2423,6.78061,6.18937,1.52213,2.0223,179,9423,4,4,4,4,30
Marvel Dice Masters: Age of Ultron ,2015,1401,7.19252,6.18869,1.4159,2.4615,26,4114,2,2,2,2,5
Taco Cat Goat Cheese Pizza ,2018,4195,6.65592,6.18787,1.62264,1.0187,107,20038,3,8,4,6,50
The Dresden Files Cooperative Card Game ,2017,1820,7.01069,6.18715,1.5189,2.1667,42,11477,1,4,1,1,46
Stop Thief! ,2017,1805,6.98365,6.1869,1.23798,1.5263,19,5461,2,4,3,3,12
Bob Ross: Art of Chill Game ,2017,2580,6.76186,6.1867,1.27132,1.7561,41,5970,2,4,3,3,26
Impulse ,2013,2140,6.8142,6.18664,1.46049,3.0385,130,6415,2,4,3,3,61
Eleven: Football Manager Board Game ,2022,1156,7.42806,6.18653,1.65952,3.3692,65,3262,1,2,1,1,69
Hornet Leader: Carrier Air Operations ,2010,906,7.87989,6.1865,1.39055,2.8349,109,2988,1,1,1,1,36
Village Green ,2020,1783,6.97565,6.1864,1.16142,1.898,49,10658,1,4,2,2,49
Rommel in the Desert ,1982,1049,7.53095,6.1863,1.46874,3.4,155,1375,2,2,2,2,18
