Title,Link,Rank,Year,UsersRated,AveRating,Baverage,StdDev,AveWeight,NumWeights,NumPlays,NumAwards,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Mechanics,Category_1,RankCat_1,ScoreCat_1,Category_2,RankCat_2,ScoreCat_2,AmazonPrice
The Fox in the Forest Duet ,https://boardgamegeek.com/boardgame/288169/fox-forest-duet,1291,2020,3263,7.06279,6.45323,1.22943,1.7361,72,9897,3,2,2,2,2,33,30,30,"Communication Limits
Cooperative Game
Hand Management
Trick-taking
",Family ,342,6.58272,,,,Unknown
Folklore: The Affliction ,https://boardgamegeek.com/boardgame/159504/folklore-affliction,1292,2017,2072,7.69705,6.45228,1.65127,3.6829,82,5629,0,1,5,4,4,46,90,120,"Action Points
Cooperative Game
Dice Rolling
Events
Grid Movement
Modular Board
",Thematic,216,6.78656,,,,Unknown
Medieval Academy ,https://boardgamegeek.com/boardgame/154386/medieval-academy,1293,2014,3991,6.93545,6.452,1.16691,1.811,127,11266,1,3,5,4,5,62,30,30,"Area Majority / Influence
Closed Drafting
Hand Management
Modular Board
Simultaneous Action Selection
Variable Set-up
",Family ,351,6.57079,,,,Unknown
Peloponnes ,https://boardgamegeek.com/boardgame/42910/peloponnes,1294,2009,2899,7.10134,6.45194,1.25089,2.379,219,10856,0,1,5,3,4,71,45,45,"Auction/Bidding
Solo / Solitaire Game
Tile Placement
Variable Player Powers
",Strategy ,703,6.58423,,,,Unknown
Arkadia ,https://boardgamegeek.com/boardgame/25643/arkadia,1295,2006,4322,6.90725,6.45182,1.16791,2.5692,506,10604,7,2,4,3,3,94,45,60,"Area Majority / Influence
Set Collection
Stock Holding
Tile Placement
",Strategy ,738,6.54671,,,,Unknown
Copenhagen ,https://boardgamegeek.com/boardgame/269595/copenhagen,1296,2019,3813,6.98288,6.45185,1.16017,1.68,75,19586,4,2,4,4,4,30,20,40,"Hand Management
Pattern Building
Tile Placement
",Family ,352,6.56959,,,,$44.99 
Back to the Future: Back in Time ,https://boardgamegeek.com/boardgame/302388/back-future-back-time,1297,2020,2685,7.2447,6.45022,1.26378,2.4,65,6030,1,1,4,2,2,52,50,50,"Cooperative Game
Dice Rolling
Push Your Luck
Variable Player Powers
",Thematic,267,6.69107,,,,$18.40 
Sentient ,https://boardgamegeek.com/boardgame/223855/sentient,1298,2017,2580,7.19845,6.44955,1.21256,2.2,45,7409,1,2,4,3,3,44,30,60,"Area Majority / Influence
Dice Rolling
Open Drafting
Set Collection
",Strategy ,699,6.58761,,,,Unknown
Hacienda ,https://boardgamegeek.com/boardgame/19100/hacienda,1299,2005,4196,6.92303,6.45006,1.21799,2.6302,484,27822,3,2,5,4,4,79,60,90,"Enclosure
Hexagon Grid
Network and Route Building
Open Drafting
Tile Placement
",Strategy ,733,6.55164,,,,Unknown
Maglev Metro ,https://boardgamegeek.com/boardgame/301257/maglev-metro,1300,2021,2446,7.2533,6.44938,1.25721,2.7719,57,7032,1,2,4,3,3,53,60,90,"End Game Bonuses
Hexagon Grid
Network and Route Building
Pick-up and Deliver
Tile Placement
",Strategy ,689,6.59525,,,,$60.54 
Dale of Merchants 2 ,https://boardgamegeek.com/boardgame/191597/dale-merchants-2,1301,2016,2367,7.30678,6.44968,1.25419,2.0588,51,3492,0,2,4,2,3,32,30,30,"Deck, Bag, and Pool Building
Dice Rolling
Hand Management
Open Drafting
Set Collection
Take That
",Strategy ,706,6.58071,Family ,325,6.60735,Unknown
Castell ,https://boardgamegeek.com/boardgame/238638/castell,1302,2018,1952,7.42242,6.44966,1.2322,3.2143,84,4636,0,2,4,3,3,46,60,90,"Area Movement
Pattern Building
Set Collection
",Strategy ,666,6.61821,,,,$66.37 
Mini Rogue ,https://boardgamegeek.com/boardgame/311715/mini-rogue,1303,2020,1927,7.59348,6.44981,1.22519,2,55,8629,1,1,2,1,1,52,30,45,"Dice Rolling
Push Your Luck
Solo / Solitaire Game
",Thematic,261,6.6985,,,,$28.65 
Royals ,https://boardgamegeek.com/boardgame/165986/royals,1304,2014,2716,7.17037,6.44909,1.19726,2.2136,103,6522,3,2,5,4,5,45,60,60,"Area Majority / Influence
Open Drafting
Set Collection
",Strategy ,713,6.57166,Family ,332,6.59629,$37.99 
Unlock!: Mythic Adventures ,https://boardgamegeek.com/boardgame/302425/unlock-mythic-adventures,1305,2020,1479,7.73168,6.44909,1.20894,2.125,16,5358,0,1,4,2,2,13,60,60,"Cooperative Game
Pieces as Map
Real-Time
Storytelling
",Thematic,176,6.8882,Family ,286,6.66239,Unknown
BattleTech ,https://boardgamegeek.com/boardgame/1540/battletech,1306,1985,3591,7.09596,6.4492,1.60601,3.4133,375,6298,1,2,4,2,2,50,0,0,"Dice Rolling
Hexagon Grid
Movement Points
Role Playing
Simulation
Variable Player Powers
",War ,278,6.78382,Thematic,314,6.60767,Unknown
Encyclopedia ,https://boardgamegeek.com/boardgame/351526/encyclopedia,1307,2022,2116,7.45075,6.45074,1.35089,3.0183,109,6043,0,1,4,3,3,71,60,120,"Set Collection
Solo / Solitaire Game
Worker Placement with Dice Workers
",Strategy ,698,6.58822,,,,$44.20 
Santiago de Cuba ,https://boardgamegeek.com/boardgame/104347/santiago-de-cuba,1308,2011,4561,6.88895,6.4478,1.15154,2.1533,274,12713,4,2,4,2,2,143,40,75,"Commodity Speculation
Dice Rolling
Memory
Modular Board
Pick-up and Deliver
Resource to Move
",Strategy ,759,6.5303,Family ,366,6.55034,Unknown
Duelosaur Island ,https://boardgamegeek.com/boardgame/247236/duelosaur-island,1309,2018,3331,7.05301,6.44767,1.29585,2.3538,65,7742,1,1,2,2,2,49,30,45,"Dice Rolling
Hand Management
I Cut, You Choose
Income
Open Drafting
Set Collection
",Strategy ,737,6.54682,,,,Unknown
The Golden Ages ,https://boardgamegeek.com/boardgame/164338/golden-ages,1310,2014,2362,7.26045,6.44613,1.17987,2.8984,128,5544,3,2,4,4,4,51,60,90,"Action Points
Area Majority / Influence
End Game Bonuses
Modular Board
Open Drafting
Square Grid
",Strategy ,687,6.59855,,,,$44.95 
Rattus ,https://boardgamegeek.com/boardgame/42452/rattus,1311,2010,6051,6.77782,6.44543,1.19193,2.0574,331,19003,2,3,4,4,4,119,45,45,"Area Majority / Influence
Area Movement
Variable Player Powers
",Strategy ,771,6.51534,Family ,389,6.52413,Unknown
Thunderbirds ,https://boardgamegeek.com/boardgame/160610/thunderbirds,1312,2015,1957,7.54773,6.44473,1.34352,2.4872,78,6527,0,1,4,3,3,30,45,60,"Action Points
Area Movement
Cooperative Game
Dice Rolling
Pick-up and Deliver
Set Collection
",Thematic,238,6.74356,,,,Unknown
Ninjato ,https://boardgamegeek.com/boardgame/50768/ninjato,1313,2011,2716,7.16261,6.44505,1.27292,2.7619,189,6125,1,2,4,4,4,53,60,60,"Area Majority / Influence
Hand Management
Push Your Luck
Set Collection
Worker Placement
",Strategy ,709,6.57905,,,,Unknown
SHŌBU ,https://boardgamegeek.com/boardgame/272380/shbu,1314,2019,1844,7.53243,6.44472,1.24452,1.8409,44,7709,4,2,2,2,2,17,15,30,"Grid Movement
Slide/Push
Square Grid
",Abstract ,21,7.08366,,,,$34.99 
A Game of Thrones: The Card Game ,https://boardgamegeek.com/boardgame/39953/game-thrones-card-game,1315,2008,6243,6.81439,6.44417,1.62047,3.2545,393,23124,2,2,4,2,2,117,60,120,"Hand Management
Open Drafting
Simultaneous Action Selection
Variable Player Powers
",Customizable,71,6.71893,Strategy ,809,6.47889,$49.99 
Super-Skill Pinball: 4-Cade ,https://boardgamegeek.com/boardgame/302524/super-skill-pinball-4-cade,1316,2020,2956,7.10724,6.44376,1.32253,2.2273,44,13774,3,1,4,1,1,70,30,30,"Bingo
Dice Rolling
Paper-and-Pencil
Roll / Spin and Move
Simulation
Solo / Solitaire Game
",Family ,347,6.57959,,,,$28.18 
Dungeon Twister ,https://boardgamegeek.com/boardgame/12995/dungeon-twister,1317,2004,6025,6.80633,6.44321,1.52131,2.8854,698,9959,5,2,2,2,2,64,60,60,"Action Points
Card Play Conflict Resolution
Grid Movement
Hand Management
Map Deformation
Modular Board
",Strategy ,796,6.4914,,,,Unknown
Carcassonne: Winter Edition ,https://boardgamegeek.com/boardgame/131014/carcassonne-winter-edition,1318,2012,1913,7.50057,6.44378,1.28944,1.8,75,6737,0,2,5,2,2,32,40,40,"Area Majority / Influence
Tile Placement
",Family ,321,6.61578,,,,Unknown
Similo ,https://boardgamegeek.com/boardgame/268620/similo,1319,2019,5255,6.82123,6.44237,1.22846,1.0439,114,91278,2,2,6,3,4,72,10,15,"Communication Limits
Cooperative Game
Deduction
",Family ,385,6.53036,,,,$9.37 
Ubongo ,https://boardgamegeek.com/boardgame/16986/ubongo,1320,2003,9329,6.68779,6.4423,1.30712,1.5069,507,31773,16,2,4,4,4,95,25,25,"Grid Coverage
Pattern Building
Real-Time
Set Collection
",Abstract ,91,6.54849,Family ,413,6.49154,$35.70 
Riftforce ,https://boardgamegeek.com/boardgame/291859/riftforce,1321,2021,2311,7.32377,6.44232,1.22811,2.1111,63,8683,2,2,2,2,2,31,20,30,"Hand Management
Open Drafting
Race
Variable Player Powers
",Customizable,51,6.87827,,,,$19.12 
Street Masters ,https://boardgamegeek.com/boardgame/218421/street-masters,1322,2018,1356,7.9755,6.44087,1.51371,2.84,50,9451,0,1,3,1,2,72,45,120,"Cooperative Game
Dice Rolling
Events
Grid Movement
Hand Management
Hexagon Grid
",Thematic,180,6.87708,,,,Unknown
The Werewolves of Miller's Hollow ,https://boardgamegeek.com/boardgame/25821/werewolves-millers-hollow,1323,2001,11574,6.69252,6.44125,1.69016,1.3117,664,40275,3,8,18,11,15,122,30,30,"Hidden Roles
Player Elimination
Role Playing
Team-Based Game
Variable Player Powers
Voting
",Party ,117,6.45755,,,,Unknown
Escape Room: The Game ,https://boardgamegeek.com/boardgame/204836/escape-room-game,1324,2016,4111,6.91795,6.44179,1.40901,2.2364,55,10938,4,1,4,3,3,66,60,60,"Cooperative Game
Deduction
Elapsed Real Time Ending
",Family ,363,6.55151,,,,$65.00 
The Magic Labyrinth ,https://boardgamegeek.com/boardgame/41916/magic-labyrinth,1325,2009,6015,6.81213,6.44162,1.20896,1.2184,206,23912,16,2,4,3,4,58,20,30,"Dice Rolling
Grid Movement
Memory
Network and Route Building
Roll / Spin and Move
",Children's ,19,6.77007,Family ,394,6.51869,Unknown
Elfenland ,https://boardgamegeek.com/boardgame/10/elfenland,1326,1998,8874,6.68046,6.44121,1.25665,2.1538,715,15561,4,3,6,4,4,112,60,60,"Hand Management
Network and Route Building
Open Drafting
Point to Point Movement
",Family ,410,6.49422,,,,Unknown
Roll Camera!: The Filmmaking Board Game ,https://boardgamegeek.com/boardgame/298102/roll-camera-filmmaking-board-game,1327,2021,1873,7.52098,6.44115,1.23767,2.2373,59,4916,3,1,4,3,3,56,45,90,"Communication Limits
Cooperative Game
End Game Bonuses
Events
Open Drafting
Pattern Building
",Thematic,239,6.74218,,,,Unknown
Smash Up: It's Your Fault! ,https://boardgamegeek.com/boardgame/177802/smash-its-your-fault,1328,2016,1997,7.48751,6.43966,1.33281,2.0435,23,1040,0,2,2,3,,7,45,60,"Area Majority / Influence
Hand Management
Take That
Variable Phase Order
",Strategy ,720,6.56086,Family ,334,6.59542,Unknown
"The Hunters: German U-Boats at War, 1939-43 ",https://boardgamegeek.com/boardgame/113873/hunters-german-u-boats-war-1939-43,1329,2013,1757,7.731,6.44055,1.45785,2.5429,175,4940,1,1,1,1,1,61,120,120,"Dice Rolling
Paper-and-Pencil
Push Your Luck
Simulation
Solo / Solitaire Game
",War ,73,7.28425,,,,Unknown
Java ,https://boardgamegeek.com/boardgame/855/java,1330,2000,3449,7.00838,6.43983,1.29994,3.3846,377,3615,1,2,4,3,3,62,120,120,"Action Points
Area Majority / Influence
Layering
Tile Placement
",Strategy ,721,6.55987,,,,Unknown
Mission: Red Planet ,https://boardgamegeek.com/boardgame/18258/mission-red-planet,1331,2005,4245,6.88466,6.43882,1.25035,2.3178,365,7745,0,3,5,4,5,57,60,60,"Action Retrieval
Area Majority / Influence
Area Movement
End Game Bonuses
Hand Management
Simultaneous Action Selection
",Strategy ,757,6.53132,,,,Unknown
Ghost Blitz ,https://boardgamegeek.com/boardgame/83195/ghost-blitz,1332,2010,9145,6.71132,6.43919,1.34882,1.1445,339,34083,10,2,7,4,5,85,20,20,"Pattern Recognition
Speed Matching
",Party ,105,6.51473,Family ,414,6.4906,$15.88 
