Title,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,GameCategory_1,RankCategory_1,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,GameCategory_2,RankCategory_2,GameCategory_3,RankCategory_3
Take 5 ,1994,27865,6.95653,6.83151,1.26927,1.1954,1638,229035,Family Games,1,3,10,5,6.0,541,,,,
Dinosaur Island: Rawr 'n Write ,2021,3018,7.75579,6.83092,1.1757,2.8077,78,11675,Strategy Games,1,1,4,2,2.0,60,,,,
Whitehall Mystery ,2017,3763,7.55957,6.83072,1.20155,2.1167,120,9151,Strategy Games,1,2,4,2,2.0,116,,,,
Zombicide: Green Horde ,2018,4014,7.70522,6.82963,1.47871,2.4719,89,9143,Thematic Games,1,1,4,3,3.0,74,,,,
A Game of Thrones: The Card Game (Second Edition) ,2015,4822,7.50792,6.82961,1.57775,3.527,148,39143,Customizable Games,1,2,4,2,2.0,73,,,,
Coloretto ,2003,20625,6.97745,6.82953,1.13935,1.2774,1478,146949,Family Games,1,2,5,4,4.0,350,,,,
Shards of Infinity ,2018,4387,7.4909,6.82874,1.2291,1.9756,82,31650,Strategy Games,1,2,3,2,2.0,90,,,,
Mare Nostrum: Empires ,2016,4035,7.5294,6.82625,1.36003,2.9627,134,7741,Strategy Games,1,3,5,5,5.0,87,Wargames,1,,
HeroQuest ,1989,13126,7.18551,6.82621,1.59811,2.1392,819,22866,Thematic Games,1,2,5,5,5.0,174,,,,
Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set ,2015,3093,7.74055,6.82511,1.47193,2.8421,57,5421,Customizable Games,1,2,2,2,2.0,20,,,,
Medici ,1995,8023,7.16425,6.82165,1.26434,2.2492,598,26492,Strategy Games,1,4,6,5,6.0,168,,,,
Formula D ,2008,19196,7.00142,6.82154,1.32671,1.9765,810,45416,Family Games,1,3,10,5,8.0,228,Thematic Games,1,,
Betrayal at House on the Hill ,2004,44641,7.03323,6.82139,1.58509,2.3899,1944,81350,Thematic Games,1,3,6,5,6.0,535,,,,
Bus ,1999,3317,7.60323,6.81991,1.44518,3.0458,153,9075,Strategy Games,1,3,5,4,4.0,73,,,,
Time's Up! ,1999,5711,7.28692,6.81877,1.62063,1.2048,332,17968,Party Games,1,4,4,6,6.0,68,,,,
Taluva ,2006,8557,7.1456,6.81735,1.28278,2.2596,701,38224,Abstract Games,1,2,4,2,2.0,200,Strategy Games,1,,
Snowdonia ,2012,4933,7.33897,6.81548,1.3152,2.9932,294,17157,Strategy Games,1,1,5,4,4.0,117,,,,
One Night Ultimate Werewolf: Daybreak ,2015,5773,7.32024,6.81545,1.51371,1.386,114,14902,Party Games,1,4,7,5,7.0,32,,,,
Regicide ,2020,4317,7.47214,6.81459,1.23992,1.9293,99,43297,Family Games,1,1,4,2,2.0,103,Strategy Games,1,,
Pax Renaissance ,2016,2319,8.0041,6.81453,1.64823,4.4529,223,9009,Strategy Games,1,2,4,3,3.0,122,,,,
Magic Maze ,2017,20425,6.97073,6.81271,1.33767,1.7676,340,117773,Family Games,1,2,6,4,4.0,322,,,,
The Downfall of Pompeii ,2004,8207,7.14904,6.81239,1.13549,1.8465,658,35905,Family Games,1,2,4,4,4.0,160,,,,
The Lord of the Rings: The Card Game – Revised Core Set ,2022,1772,8.52221,6.80988,1.2613,3.4605,76,20098,Customizable Games,1,1,3,1,2.0,61,,,,
The Republic of Rome ,1990,4160,7.5319,6.80944,1.7869,4.3605,577,4175,Strategy Games,1,4,6,5,6.0,139,,,,
Trains ,2012,8304,7.13255,6.80933,1.27533,2.3785,362,23740,Strategy Games,1,2,4,3,3.0,92,,,,
Cacao ,2015,10552,7.08407,6.80801,1.07876,1.8194,382,47758,Family Games,1,2,4,3,3.0,134,,,,
Galaxy Trucker (Second Edition) ,2021,3770,7.52428,6.80739,1.25616,2.3521,71,13712,Family Games,1,2,4,3,4.0,51,Thematic Games,1,,
KeyForge: Call of the Archons ,2018,11158,7.12878,6.80717,1.60347,2.4866,224,110977,Customizable Games,1,2,2,2,2.0,102,,,,
Fort ,2020,8740,7.14309,6.80693,1.24564,2.4346,214,25372,Strategy Games,1,2,4,3,3.0,165,,,,
Shakespeare ,2015,4309,7.42222,6.8058,1.21269,2.9944,178,11088,Strategy Games,1,2,4,3,3.0,91,,,,
Lord of the Rings: The Confrontation ,2002,6901,7.20704,6.80478,1.38873,2.1892,666,18863,Strategy Games,1,2,2,2,2.0,64,,,,
Kingdom Builder ,2011,22823,6.94638,6.80409,1.41967,2.0629,1065,144698,Family Games,1,2,4,4,4.0,376,Strategy Games,1,,
Between Two Castles of Mad King Ludwig ,2018,6037,7.24971,6.80248,1.27637,2.1791,134,18240,Family Games,1,3,7,6,6.0,89,Strategy Games,1,,
Disney Villainous: Wicked to the Core ,2019,4155,7.55789,6.80181,1.28526,2.383,47,3130,Family Games,1,2,3,3,3.0,29,,,,
Mr. Jack ,2006,17612,6.97997,6.80107,1.24422,2.1734,1159,55190,Strategy Games,1,2,2,2,2.0,196,,,,
Summoner Wars ,2009,6553,7.23261,6.7985,1.56851,2.3387,310,26134,Customizable Games,1,2,2,2,2.0,99,,,,
Creature Comforts ,2022,4063,7.52023,6.79786,1.27414,2.3473,167,12440,Family Games,1,1,4,2,2.0,140,,,,
Belfort ,2011,6317,7.22099,6.79753,1.24379,3.0464,388,12383,Strategy Games,1,2,5,4,4.0,157,,,,
Elder Sign ,2011,24782,6.96942,6.79464,1.39756,2.3439,1137,74389,Thematic Games,1,1,4,4,4.0,443,,,,
Telestrations: 12 Player Party Pack ,2011,2833,7.73924,6.79423,1.38788,1.0698,43,9551,Party Games,1,6,12,12,12.0,33,,,,
A Fake Artist Goes to New York ,2011,7578,7.15012,6.79418,1.26751,1.1349,126,34241,Party Games,1,5,10,6,7.0,73,,,,
Project: ELITE ,2020,2189,8.02,6.79369,1.37229,2.4,45,6478,Thematic Games,1,2,6,4,4.0,51,,,,
Cuba ,2007,8266,7.12978,6.79024,1.25041,3.2614,765,13665,Strategy Games,1,2,5,4,4.0,146,,,,
Chronicles of Crime: 1400 ,2020,3365,7.76827,6.78971,1.29607,2.0345,58,6948,Thematic Games,1,1,3,2,2.0,44,,,,
Earth Reborn ,2010,3352,7.62205,6.78858,1.64975,3.8914,304,6837,Thematic Games,1,2,4,2,2.0,88,,,,
Detective: City of Angels ,2019,2367,7.90648,6.78688,1.41064,2.3051,59,7837,Thematic Games,1,1,5,3,4.0,72,,,,
Torres ,1999,9550,7.09299,6.78669,1.28597,2.8599,835,16276,Abstract Games,1,2,4,4,4.0,128,Strategy Games,1,,
Escape: The Curse of the Temple ,2012,16739,6.96553,6.78583,1.4095,1.4782,688,87171,Family Games,1,1,5,4,4.0,194,,,,
Yellow & Yangtze ,2018,2442,7.84494,6.78557,1.29439,3.1087,92,6278,Strategy Games,1,2,4,4,4.0,65,,,,
Civilization: A New Dawn ,2017,6422,7.2654,6.78547,1.30575,3.1624,234,13254,Strategy Games,1,2,4,4,4.0,107,,,,
Luna ,2010,4995,7.30009,6.78474,1.30371,3.3387,313,11524,Strategy Games,1,1,4,4,4.0,95,,,,
Warp's Edge ,2020,2782,7.75054,6.7845,1.1646,2.4216,102,15068,Strategy Games,1,1,1,1,1.0,49,,,,
Disney Villainous: Evil Comes Prepared ,2019,3882,7.56821,6.78392,1.27785,2.3409,44,2685,Family Games,1,2,3,3,3.0,28,,,,
Cribbage ,1630,9741,7.08517,6.78387,1.58128,1.9029,577,105372,Abstract Games,1,2,4,2,2.0,147,Family Games,1,,
Shadows of Brimstone: Swamps of Death ,2014,2411,8.04088,6.78349,1.62498,3.4023,87,4845,Thematic Games,1,1,4,4,4.0,19,,,,
Dixit: Journey ,2012,4530,7.39328,6.78341,1.33183,1.2595,131,8446,Party Games,1,4,6,5,6.0,29,,,,
Azul: Queen's Garden ,2021,3768,7.52559,6.78298,1.35568,2.973,148,20537,Abstract Games,1,2,4,2,2.0,48,,,,
Mexica ,2002,5757,7.2471,6.78212,1.17194,2.6942,399,9242,Strategy Games,1,2,4,4,4.0,89,,,,
Merv: The Heart of the Silk Road ,2020,3476,7.54014,6.78162,1.21587,3.4595,185,9060,Strategy Games,1,2,4,4,4.0,126,,,,
Exit: The Game – The Pharaoh's Tomb ,2016,6411,7.17259,6.78157,1.50443,2.7595,79,6537,Thematic Games,1,1,4,2,2.0,80,,,,
The Oracle of Delphi ,2016,5038,7.29371,6.78137,1.2756,3.0142,141,18146,Strategy Games,1,2,4,3,4.0,74,,,,
Feudum ,2018,3622,7.61558,6.78109,1.77538,4.5919,544,6930,Strategy Games,1,2,5,4,4.0,108,,,,
Churchill ,2015,2954,7.66702,6.78068,1.45897,3.3425,219,5607,Strategy Games,1,3,3,3,3.0,109,Wargames,1,,
Trails of Tucana ,2019,4096,7.40848,6.78052,1.09316,1.2596,104,40973,Family Games,1,1,8,3,5.0,65,,,,
Treasure Island ,2018,5954,7.24265,6.78032,1.28232,2.243,107,11565,Family Games,1,3,5,4,4.0,87,Thematic Games,1,,
Golem ,2021,3172,7.61533,6.77949,1.32885,3.9814,215,9103,Strategy Games,1,1,4,2,3.0,82,,,,
The Magnificent ,2019,3420,7.54588,6.77945,1.1576,3.1273,165,10425,Strategy Games,1,1,4,2,2.0,104,,,,
Myrmes ,2012,5493,7.26389,6.77834,1.29702,3.4478,335,11033,Strategy Games,1,2,4,4,4.0,89,,,,
Yamataï ,2017,6470,7.19357,6.77819,1.29142,2.9415,171,13364,Strategy Games,1,2,4,2,2.0,146,,,,
AuZtralia ,2018,4564,7.36638,6.7781,1.31986,2.8876,169,12807,Strategy Games,1,1,4,3,3.0,128,,,,
My Father's Work ,2022,2386,7.93718,6.7772,1.58985,3.1263,95,4983,Thematic Games,1,2,3,3,3.0,61,,,,
Smash Up: Awesome Level 9000 ,2013,6978,7.22235,6.77718,1.35313,2.1271,181,5640,Family Games,1,2,2,3,,31,Strategy Games,1,,
Ascension: Deckbuilding Game ,2010,13226,7.03334,6.77473,1.39626,2.142,676,147001,Strategy Games,1,2,4,2,2.0,226,,,,
Prêt-à-Porter ,2010,4663,7.34047,6.77401,1.32861,3.5594,261,9550,Strategy Games,1,2,4,4,4.0,95,,,,
D-Day at Omaha Beach ,2009,1813,8.28847,6.77351,1.37256,3.4673,214,3802,Wargames,1,1,2,1,1.0,85,,,,
Tokaido ,2012,25059,6.9375,6.77297,1.36817,1.7473,827,72080,Family Games,1,2,5,4,4.0,304,,,,
The Witcher: Old World ,2023,2837,8.17103,6.77265,1.81997,2.8817,186,5225,Thematic Games,1,1,3,2,3.0,198,,,,
Defenders of the Realm ,2010,5456,7.28102,6.7723,1.41079,2.7114,350,14874,Thematic Games,1,1,4,4,4.0,108,,,,
Arkwright ,2014,2441,7.805,6.77206,1.50439,4.588,267,5080,Strategy Games,1,2,4,4,4.0,77,,,,
Leaving Earth ,2015,2810,7.74811,6.7718,1.55329,3.7166,187,6959,Strategy Games,1,1,4,1,1.0,140,Thematic Games,1,,
Fury of Dracula (Second Edition) ,2005,9248,7.0978,6.77139,1.44589,2.953,958,13269,Thematic Games,1,2,5,5,5.0,301,,,,
Tash-Kalar: Arena of Legends ,2013,6961,7.16348,6.7688,1.52982,2.8405,301,25342,Abstract Games,1,2,4,2,2.0,146,Strategy Games,1,,
Weather Machine ,2022,2534,7.87424,6.7688,1.61308,4.5696,388,7516,Strategy Games,1,1,4,3,3.0,162,,,,
Love Letter: Batman ,2015,5565,7.26851,6.7673,1.30214,1.194,134,25500,Family Games,1,2,4,4,4.0,57,,,,
Whistle Mountain ,2020,2960,7.6278,6.76728,1.25264,2.9868,76,6832,Strategy Games,1,2,4,3,3.0,68,,,,
Wir sind das Volk! ,2014,2471,7.79834,6.76668,1.30412,3.7263,190,8060,Strategy Games,1,2,2,2,2.0,56,,,,
Century: A New World ,2019,4657,7.34307,6.76659,1.1169,2.1099,91,12560,Family Games,1,2,4,3,3.0,48,Strategy Games,1,,
ZhanGuo ,2014,3186,7.56204,6.76648,1.28389,3.8355,231,7024,Strategy Games,1,2,4,4,4.0,62,,,,
Trismegistus: The Ultimate Formula ,2019,3325,7.60347,6.76605,1.50807,4.1703,323,9162,Strategy Games,1,1,3,2,2.0,123,,,,
Carcassonne: The Castle ,2003,8184,7.10146,6.76446,1.27503,1.9835,729,26111,Family Games,1,2,2,2,2.0,82,Strategy Games,1,,
Specter Ops ,2015,6326,7.18383,6.76384,1.27456,2.392,176,11263,Strategy Games,1,2,5,3,3.0,131,Thematic Games,1,,
Oh My Goods! ,2015,12274,6.9996,6.76329,1.19589,2.2979,282,52398,Strategy Games,1,2,4,2,2.0,136,,,,
Bloodborne: The Board Game ,2021,3115,7.83216,6.76286,1.6422,3.0431,116,10791,Thematic Games,1,1,3,1,2.0,89,,,,
Lacrimosa ,2022,2586,7.78531,6.76231,1.11136,3.1418,141,7160,Strategy Games,1,1,4,3,3.0,86,,,,
Onirim (Second Edition) ,2014,10023,7.04888,6.76216,1.34969,1.5894,263,107479,Family Games,1,1,2,1,1.0,152,Strategy Games,1,,
Sub Terra ,2017,4896,7.38614,6.76091,1.40648,2.1589,107,14993,Family Games,1,1,6,4,4.0,107,Thematic Games,1,,
Dragon Castle ,2017,7474,7.13081,6.76059,1.17687,1.9712,139,27933,Abstract Games,1,2,4,2,2.0,94,Family Games,1,,
Space Hulk: Death Angel – The Card Game ,2010,13222,7.0035,6.76042,1.3795,2.4147,791,35655,Thematic Games,1,1,5,1,1.0,331,,,,
Steampunk Rally ,2015,6653,7.16893,6.7596,1.30863,2.6157,216,14391,Family Games,1,2,7,3,4.0,93,Strategy Games,1,,
City of the Big Shoulders ,2019,2518,7.78009,6.7589,1.5175,4.0195,154,8748,Strategy Games,1,2,4,4,4.0,58,,,,
The Estates ,2018,3686,7.42979,6.75811,1.39642,2.3226,62,10724,Strategy Games,1,3,5,4,4.0,59,,,,
Ashes Reborn: Rise of the Phoenixborn ,2015,5923,7.28703,6.75789,1.46722,2.905,179,20626,Customizable Games,1,2,2,2,2.0,103,,,,
The Networks ,2016,6343,7.16426,6.7568,1.18511,2.5868,121,14134,Strategy Games,1,1,5,4,4.0,69,,,,
My Little Scythe ,2017,5462,7.26158,6.7568,1.30848,2.0088,113,19039,Family Games,1,1,6,4,4.0,73,,,,
BANG! The Dice Game ,2013,23654,6.90549,6.75668,1.31456,1.2793,734,108840,Party Games,1,5,8,6,7.0,364,,,,
Thunderstone Advance: Towers of Ruin ,2012,4725,7.33389,6.75603,1.41476,2.7459,244,12183,Strategy Games,1,1,4,3,3.0,94,,,,
Villagers ,2019,6966,7.17511,6.75388,1.24698,2.1923,156,28825,Family Games,1,1,4,3,3.0,127,,,,
Warhammer Quest: The Adventure Card Game ,2015,5394,7.31441,6.75327,1.31039,2.724,192,14316,Thematic Games,1,1,4,4,4.0,107,,,,
Century: Eastern Wonders ,2018,7165,7.13599,6.75236,1.13533,2.0977,133,17647,Family Games,1,2,4,4,4.0,76,,,,
Vegas Showdown ,2005,6316,7.15638,6.75231,1.1675,2.3555,647,18473,Strategy Games,1,3,5,5,5.0,134,,,,
K2 ,2010,10322,7.01759,6.75046,1.24876,2.2544,574,26182,Family Games,1,1,5,3,4.0,194,Thematic Games,1,,
Advanced Squad Leader: Starter Kit #1 ,2004,2624,7.84363,6.74909,1.63536,3.7678,379,6225,Wargames,1,1,2,2,2.0,54,,,,
Wits & Wagers ,2005,14927,6.92731,6.74634,1.27889,1.2097,782,52806,Party Games,1,4,7,6,7.0,133,,,,
Yspahan ,2006,8072,7.06795,6.74596,1.19115,2.3693,880,29715,Strategy Games,1,2,4,3,4.0,187,,,,
Unlock!: Timeless Adventures ,2019,2337,7.79603,6.74567,1.18099,2.0588,17,7062,Thematic Games,1,1,4,2,2.0,20,,,,
Between Two Cities ,2015,10912,6.99027,6.74549,1.20972,1.8139,360,41067,Family Games,1,3,7,5,6.0,149,,,,
Diplomacy ,1959,13082,7.03579,6.74529,1.91696,3.3402,1167,10191,Strategy Games,1,6,7,7,7.0,302,Wargames,1,,
The Bloody Inn ,2015,8895,7.05598,6.74487,1.23733,2.3624,298,26101,Strategy Games,1,1,4,4,4.0,149,,,,
Living Forest ,2021,4886,7.29939,6.74483,1.22639,2.1975,157,28081,Family Games,1,2,4,3,3.0,112,,,,
New York Zoo ,2020,6904,7.12911,6.74434,1.14853,1.9713,174,26981,Family Games,1,1,4,3,3.0,104,,,,
Ticket to Ride: Rails & Sails ,2016,4253,7.42652,6.74431,1.42335,2.5059,85,11903,Family Games,1,2,5,4,4.0,38,,,,
Wallenstein ,2002,3612,7.45981,6.74429,1.45033,3.308,461,7268,Strategy Games,1,3,5,5,5.0,60,Wargames,1,,
Crystal Palace ,2019,3192,7.53488,6.74339,1.26645,3.8056,180,8203,Strategy Games,1,2,4,3,3.0,90,,,,
Coal Baron ,2013,4742,7.28706,6.74324,1.12314,2.5477,283,10831,Strategy Games,1,2,4,3,4.0,79,,,,
Unmatched: Jurassic Park – InGen vs Raptors ,2020,1938,8.13682,6.74313,1.16824,1.9565,23,2507,Strategy Games,1,2,2,2,2.0,14,,,,
CO₂: Second Chance ,2018,3213,7.55685,6.74252,1.47315,4.075,200,8131,Strategy Games,1,1,4,3,3.0,68,,,,
Middle-Earth Quest ,2009,4161,7.38857,6.74234,1.43322,3.5457,372,6781,Thematic Games,1,2,4,3,3.0,143,,,,
Shipyard ,2009,4004,7.35584,6.74155,1.31718,3.5034,298,8268,Strategy Games,1,2,4,3,3.0,102,,,,
The Shipwreck Arcana ,2017,3423,7.47279,6.74135,1.3186,2.1818,66,17290,Strategy Games,1,2,5,4,4.0,45,,,,
The Adventures of Robin Hood ,2021,3268,7.55314,6.74116,1.3032,1.839,118,16552,Family Games,1,1,4,2,2.0,91,Thematic Games,1,,
Disney Villainous ,2018,18484,6.98243,6.73964,1.44884,2.4835,395,55644,Family Games,1,2,4,3,3.0,335,,,,
Arkham Horror: The Card Game (Revised Edition) ,2021,1394,8.73966,6.73907,1.29997,3.4865,37,6820,Customizable Games,1,1,4,2,2.0,42,,,,
Eminent Domain ,2011,10348,6.98995,6.7381,1.34187,2.5055,544,39701,Strategy Games,1,2,4,3,3.0,147,,,,
Empire of the Sun ,2005,1885,8.26574,6.73542,1.55365,4.3569,311,2871,Wargames,1,1,2,2,2.0,65,,,,
New Frontiers ,2018,3544,7.43089,6.73484,1.20805,2.9388,98,15035,Strategy Games,1,2,5,4,4.0,69,,,,
Railroad Ink Challenge: Lush Green Edition ,2021,2621,7.67498,6.73447,1.13966,2.125,48,16275,Family Games,1,1,4,2,2.0,36,,,,
Blue Moon City ,2006,8455,7.04142,6.73395,1.20554,2.2914,858,21766,Family Games,1,2,4,3,4.0,201,Strategy Games,1,,
Can't Stop ,1980,17264,6.89355,6.73389,1.31773,1.1502,1005,314528,Family Games,1,2,4,3,3.0,282,,,,
Reef ,2018,9174,7.02263,6.73302,1.17045,1.8047,169,36551,Abstract Games,1,2,4,2,2.0,108,Family Games,1,,
Brian Boru: High King of Ireland ,2021,3003,7.55005,6.73142,1.15748,2.4516,93,7471,Strategy Games,1,3,5,4,4.0,79,,,,
Caverna: Cave vs Cave ,2017,6528,7.11776,6.73063,1.14747,2.5568,176,21934,Strategy Games,1,1,2,2,2.0,89,,,,
Empires: Age of Discovery ,2015,2205,7.845,6.73059,1.38598,3.3333,87,4071,Strategy Games,1,3,6,4,5.0,44,,,,
Bullet♥︎ ,2021,2746,7.66663,6.73037,1.30392,2.1061,66,17620,Family Games,1,1,4,1,2.0,75,,,,
Warhammer: Invasion ,2009,5983,7.23725,6.72963,1.4763,2.7336,428,38525,Customizable Games,1,2,2,2,2.0,82,Strategy Games,1,,
Menara ,2018,3434,7.44932,6.72943,1.14989,1.6379,58,16056,Family Games,1,1,4,2,3.0,51,,,,
Rhino Hero: Super Battle ,2017,5039,7.24462,6.7294,1.22452,1.1067,75,22091,Family Games,1,2,4,3,4.0,45,,,,
Kanagawa ,2016,8713,7.0443,6.72849,1.14603,2,198,29709,Family Games,1,2,4,4,4.0,127,,,,
Ex Libris ,2017,6323,7.14824,6.72824,1.2489,2.5401,137,17859,Strategy Games,1,1,4,3,3.0,85,,,,
Massive Darkness 2: Hellscape ,2022,2108,8.10217,6.72704,1.57841,2.717,53,7434,Thematic Games,1,1,4,3,3.0,60,,,,
Dogs of War ,2014,3160,7.52217,6.7269,1.26744,2.6514,109,6075,Strategy Games,1,4,5,5,5.0,87,,,,
Saint Petersburg (Second Edition) ,2014,3309,7.46856,6.72652,1.29452,2.6525,118,9258,Strategy Games,1,2,5,4,4.0,39,,,,
World Without End ,2009,4975,7.24058,6.72516,1.24264,2.8167,371,10669,Strategy Games,1,2,4,4,4.0,112,,,,
Mosaic: A Story of Civilization ,2022,2793,7.63854,6.72509,1.5169,2.9333,105,6992,Strategy Games,1,3,5,4,4.0,95,,,,
Cry Havoc ,2016,6740,7.14053,6.72458,1.42277,3.2723,202,10741,Strategy Games,1,2,4,4,4.0,145,Wargames,1,,
Deep Sea Adventure ,2014,15423,6.91937,6.72429,1.29578,1.1838,359,74203,Family Games,1,3,6,4,4.0,205,,,,
Space Hulk ,1989,3824,7.4791,6.72285,1.60691,2.5,322,4429,Thematic Games,1,2,2,2,2.0,43,Wargames,1,,
Blokus ,2000,26407,6.85914,6.7206,1.25641,1.7491,1650,75809,Abstract Games,1,2,2,4,4.0,460,,,,
Crown of Emara ,2018,3566,7.41054,6.71912,1.09046,3.0503,159,10021,Strategy Games,1,1,4,3,3.0,76,,,,
Up Front ,1983,2258,7.88476,6.71906,1.73482,3.4152,289,7978,Wargames,1,2,2,2,2.0,53,,,,
Super Motherload ,2015,3916,7.34996,6.71898,1.12526,2.2769,130,10258,Strategy Games,1,2,3,2,2.0,93,,,,
878 Vikings: Invasions of England ,2017,3297,7.50542,6.71761,1.29995,2.6134,119,5621,Wargames,1,2,4,2,2.0,97,,,,
Finca ,2009,7290,7.06674,6.71736,1.16899,2.0764,484,29088,Family Games,1,2,4,2,2.0,201,,,,
Twilight Inscription ,2022,2990,7.57275,6.71683,1.35769,3.2266,128,8796,Strategy Games,1,1,6,3,4.0,80,,,,
Arcadia Quest: Inferno ,2017,2304,7.90352,6.71655,1.39657,2.44,25,4922,Thematic Games,1,2,4,4,4.0,26,,,,
Messina 1347 ,2021,2675,7.63492,6.71603,1.14299,3.5822,146,8025,Strategy Games,1,1,4,3,3.0,88,,,,
Paris: La Cité de la Lumière ,2019,4307,7.33479,6.71581,1.13791,2.0435,115,14218,Abstract Games,1,2,2,2,2.0,45,,,,
Black Angel ,2019,4586,7.2684,6.71376,1.43387,3.8456,285,10705,Strategy Games,1,1,4,3,3.0,123,,,,
Railroad Ink: Blazing Red Edition ,2018,6605,7.10177,6.71371,1.17119,1.4646,99,37784,Family Games,1,1,6,3,3.0,65,,,,
The Duke ,2013,4127,7.33123,6.71332,1.31404,2.4809,131,17716,Abstract Games,1,2,2,2,2.0,32,,,,
Vast: The Crystal Caverns ,2016,6798,7.12562,6.7133,1.48233,3.6385,213,13356,Strategy Games,1,2,5,4,4.0,127,Thematic Games,1,,
The Pursuit of Happiness ,2015,5261,7.18274,6.71262,1.28517,2.5037,135,14218,Family Games,1,1,4,3,3.0,87,,,,
Exit: The Game – The Secret Lab ,2016,6772,7.07065,6.7115,1.37313,2.5443,79,6821,Family Games,1,1,4,2,2.0,78,Thematic Games,1,,
Perudo ,1800,14606,6.9063,6.71146,1.40511,1.2568,954,103865,Family Games,1,3,6,5,6.0,203,Party Games,1,,
Zombicide Season 2: Prison Outbreak ,2013,4674,7.36114,6.71125,1.49986,2.669,142,6283,Thematic Games,1,1,6,2,3.0,44,,,,
Ricochet Robots ,1999,8929,7.02369,6.70986,1.65342,2.3852,527,27896,Abstract Games,1,1,12,3,6.0,109,,,,
"Heroes of Land, Air & Sea ",2018,2994,7.60912,6.70982,1.53942,3.3061,98,5908,Strategy Games,1,2,4,4,4.0,55,Wargames,1,,
Dice Hospital ,2018,5981,7.13979,6.70793,1.23432,2.3111,135,26318,Family Games,1,1,4,3,3.0,84,Strategy Games,1,,
Panamax ,2014,3973,7.30714,6.70784,1.3174,3.7439,246,8255,Strategy Games,1,3,4,4,4.0,84,,,,
Ready Set Bet ,2022,2576,7.6606,6.70738,1.32344,1.2703,37,8970,Party Games,1,4,9,6,8.0,36,,,,
7 Wonders: Architects ,2021,8303,7.04173,6.7066,1.46881,1.3321,274,89962,Family Games,1,2,7,4,4.0,157,,,,
Three Sisters ,2022,2740,7.61187,6.70636,1.13823,2.7,70,14296,Strategy Games,1,1,4,2,3.0,40,,,,
Dominant Species: Marine ,2021,1871,7.99511,6.70515,1.37731,3.625,112,3911,Strategy Games,1,2,4,4,4.0,49,,,,
Unfair ,2017,4767,7.32857,6.70483,1.56085,2.7265,117,15976,Strategy Games,1,2,5,3,4.0,87,Thematic Games,1,,
FUSE ,2015,8491,7.00817,6.70456,1.23804,1.6564,163,64671,Family Games,1,1,5,4,4.0,123,,,,
1989: Dawn of Freedom ,2012,2275,7.78221,6.70407,1.37751,3.2834,187,4387,Strategy Games,1,2,2,2,2.0,52,Wargames,1,,
King of New York ,2014,16172,6.89607,6.70393,1.29052,1.8601,479,32909,Family Games,1,3,6,4,4.0,165,,,,
"Unmatched: Battle of Legends, Volume Two ",2021,1591,8.35351,6.70292,1.16565,2.1667,18,3847,Strategy Games,1,2,2,2,2.0,16,,,,
Dungeons & Dragons: The Legend of Drizzt Board Game ,2011,6278,7.21799,6.70251,1.37098,2.5859,297,10767,Thematic Games,1,1,5,3,4.0,89,,,,
Squad Leader ,1977,3393,7.54633,6.70187,1.57736,4.0336,417,4302,Wargames,1,1,2,2,2.0,53,,,,
Tang Garden ,2019,3834,7.39625,6.70124,1.38756,2.6071,112,10210,Family Games,1,1,4,3,3.0,73,Strategy Games,1,,
Gentes ,2017,3368,7.41323,6.69989,1.15002,3.1716,134,7662,Strategy Games,1,2,4,4,4.0,76,,,,
Among the Stars ,2012,7143,7.03812,6.69969,1.21719,2.237,308,16418,Strategy Games,1,2,4,4,4.0,108,,,,
Cerebria: The Inside World ,2018,2487,7.77533,6.69822,1.58459,4.336,247,4794,Strategy Games,1,1,4,2,2.0,107,,,,
Maquis ,2013,3334,7.45203,6.69795,1.21231,2.2031,128,19895,Strategy Games,1,1,1,1,1.0,74,Thematic Games,1,,
Babylonia ,2019,2393,7.67856,6.69713,1.2036,2.3919,74,8765,Strategy Games,1,2,4,3,4.0,79,,,,
Jambo ,2004,8262,6.9958,6.69653,1.23709,2.0713,814,28189,Strategy Games,1,2,2,2,2.0,88,,,,
Red7 ,2014,15431,6.87463,6.69552,1.31508,1.6905,462,113142,Family Games,1,2,4,4,4.0,240,,,,
Outlive ,2017,4445,7.30294,6.69486,1.31616,3.0065,153,8513,Strategy Games,1,2,4,4,4.0,89,,,,
Incan Gold ,2005,20459,6.8292,6.69446,1.2163,1.1114,871,140540,Family Games,1,3,8,6,8.0,226,,,,
Raccoon Tycoon ,2018,4143,7.30433,6.69354,1.29936,2.1467,75,9967,Family Games,1,3,5,4,4.0,61,Strategy Games,1,,
Trekking Through History ,2022,2262,7.76824,6.69257,1.08301,1.7705,61,7926,Family Games,1,1,4,3,3.0,48,,,,
Disney Villainous: Perfectly Wretched ,2020,2869,7.66467,6.69237,1.242,2.3214,28,1889,Family Games,1,2,3,3,3.0,19,,,,
Lords of Xidit ,2014,6097,7.09315,6.69207,1.27838,2.6515,198,11583,Strategy Games,1,4,5,4,5.0,99,,,,
Fugitive ,2017,5114,7.16648,6.69179,1.1246,1.6705,88,24838,Family Games,1,2,2,2,2.0,53,,,,
